ลำดับ,วันที่,เวลาเริ่ม,เวลาสิ้นสุด,ระยะเวลาดับ_นาที,สถานที่,รหัสอุปกรณ์,จำนวนผชฟ_กระทบ,สภาพอากาศ,สาเหตุ,ช่องทางการแจ้ง,เวลารับแจ้ง,เวลาออกปฏิบัติงาน,เวลาเสร็จงาน,เวลาแก้ไข_นาที,ผู้ปฏิบัติงาน,ยานพาหนะ,อุปกรณ์_รายการ,อุปกรณ์_จำนวน,หมายเหตุ,date_iso
74,11 ม.ค. 2569,17:01,17:34,33,กฟจ.นครพนม (L),67-023109,28,ลมแรง,อุปกรณ์-ชำรุด,ศจฟ,17:01,17:09,17:41,32,1. ณัฏฐศรันย์ อันทระบุตร  | 2. พงษ์สนิจ ศรีวิชัย,รถ : 81-1269 นพ (นพ 03),"H.R.C. FUSE, BLADE CONTACT, 50 A",2,,2026-01-11
75,11 ม.ค. 2569,19:57,20:29,31,กฟส.ปลาปาก (XS),57-005646,81,อากาศปกติ,อุปกรณ์-ชำรุด,ศจฟ,19:57,20:01,20:40,39,1. สุธรรม จันทะผา,รถ : รถแก้ไฟปลาปาก 01,H.R.C. FUSE 50 A.DIN OR BS,1,,2026-01-11
76,12 ม.ค. 2569,08:20,09:11,51,กฟส.ท่าอุเทน (XS),21529383,1,อากาศชื้น / หมอก,อุปกรณ์-ชำรุด,ศจฟ,08:20,08:44,09:14,30,1. สุรธวัช วุฒิสาร  | 2. อนุสรณ์ ทองประสม,รถ : รถแก้ไฟท่าอุเทน,,,,2026-01-12
77,12 ม.ค. 2569,09:10,09:45,35,กฟส.นาหว้า (XS),SSK04VF-112,17,อากาศปกติ,อุปกรณ์-ชำรุด,ศจฟ,09:10,09:10,09:49,39,1. กิตติศักดิ์ คำชนะ,รถ : นาหว้า 02,FUSE LINK 22 KV. 20 A.EEI-NEMA TYPE K,1,,2026-01-12
78,12 ม.ค. 2569,13:52,14:07,15,กฟส.ท่าอุเทน (XS),SSK02VF-203,1,อากาศปกติ,สัตว์-นก/ค้างคาว,ศจฟ,13:52,13:52,14:20,28,1. ปรินทร์ บุญเทียม,รถ : -,"CONN.,PG,DOUBLE BOLT,AL 16-70 SQ.MM.",4,,2026-01-12
79,12 ม.ค. 2569,17:48,18:25,36,กฟส.เรณูนคร (XS),6300220603,1,อากาศปกติ,สัตว์-นก/ค้างคาว,ศจฟ,17:48,17:49,18:27,38,1. สันติ จันทโคตร,รถ : ผอ2572ขอนแก่น,,,,2026-01-12
80,12 ม.ค. 2569,18:33,19:26,53,กฟส.โพนสวรรค์ (XS),SSK07F-08,2178,ลมแรง,สัตว์-นก/ค้างคาว,ศจฟ,18:33,18:34,19:57,83,1. วรัญญู สังรวมใจ,รถ : โพนสวรรค์-02,FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,1,,2026-01-12
81,12 ม.ค. 2569,18:36,20:20,104,กฟส.เรณูนคร (XS),60-016198,159,อากาศปกติ,สัตว์-นก/ค้างคาว,ศจฟ,18:36,18:39,20:46,127,1. สันติ จันทโคตร,รถ : ผอ2572ขอนแก่น,FUSE LINK 22 KV. 3 A.EEI-NEMA TYPE K,1,,2026-01-12
82,12 ม.ค. 2569,20:24,21:26,61,กฟส.โพนสวรรค์ (XS),5801434587,1,ลมแรง,อุปกรณ์-ติดตั้งไม่ได้มาตรฐาน,ศจฟ,20:24,20:25,21:57,92,1. วรัญญู สังรวมใจ,รถ : โพนสวรรค์-02,"CABLE,CU,PVC,INS.&JAC. 600V, 2X10 SQ.MM.",7,,2026-01-12
83,12 ม.ค. 2569,20:51,22:00,69,กฟส.ศรีสงคราม (XS),64-016120,6,อากาศชื้น / หมอก,ต้นไม้-กิ่งไม้หักพาดสาย,ศจฟ,20:51,21:00,22:10,70,1. เชาวลิต หัสรินทร์,รถ : ศรีสงคราม 01,"CABLE,AL,750 V,50 SQ.MM. TIS.293",2,,2026-01-12
84,13 ม.ค. 2569,06:53,08:34,101,กฟส.โพนสวรรค์ (XS),SSK09F-10,44,อากาศชื้น / หมอก,ต้นไม้-กิ่งไม้หักพาดสาย,ศจฟ,06:53,06:54,08:30,96,1. วรัญญู สังรวมใจ,รถ : โพนสวรรค์-02,FUSE LINK 22 KV. 20 A.EEI-NEMA TYPE K,1,,2026-01-13
85,13 ม.ค. 2569,16:50,17:29,38,กฟส.ท่าอุเทน (XS),SSK02VF-258,707,อากาศปกติ,ต้นไม้-กิ่งไม้หักพาดสาย,ศจฟ,16:50,16:31,17:49,78,1. อภิรักษ์ สาตะรักษ์,รถ : รถแก้ไฟท่าอุเทน,FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,1,,2026-01-13
86,13 ม.ค. 2569,16:58,17:20,22,กฟส.ธาตุพนม (S),THA06F-52,506,อากาศปกติ,ต้นไม้-กิ่งไม้หักพาดสาย,ศจฟ,16:58,16:58,17:25,27,1. นรากร แสนโสม,รถ : กระเช้าธาตุพนม,FUSE LINK 22 KV. 20 A.EEI-NEMA TYPE K,2,,2026-01-13
87,13 ม.ค. 2569,17:28,18:00,31,กฟส.ธาตุพนม (S),41-007930,115,อากาศปกติ,ต้นไม้-กิ่งไม้หักพาดสาย,ศจฟ,17:28,17:29,18:08,39,1. นรากร แสนโสม,รถ : กระเช้าธาตุพนม,"H.R.C. FUSE, BLADE CONTACT, 160 A",2,,2026-01-13
88,13 ม.ค. 2569,17:39,18:49,70,กฟส.เรณูนคร (XS),,5,อากาศปกติ,ต้นไม้-กิ่งไม้หักพาดสาย,ศจฟ,17:39,17:40,18:37,57,1. พงศวัชร์ ธัญภัทร์อนันต์,รถ : ผอ2572ขอนแก่น,"H.R.C. FUSE, BLADE CONTACT, 80 A",1,,2026-01-13
89,13 ม.ค. 2569,17:52,18:22,29,กฟส.ท่าอุเทน (XS),5600471926,1,อากาศชื้น / หมอก,ต้นไม้-กิ่งไม้หักพาดสาย,ศจฟ,17:52,17:53,19:07,74,1. อภิรักษ์ สาตะรักษ์,รถ : รถแก้ไฟท่าอุเทน,"CONN.,PG,DOUBLE BOLT,AL 16-70 SQ.MM.",2,,2026-01-13
90,13 ม.ค. 2569,18:16,18:59,42,กฟส.นาหว้า (XS),SSK04VF-109,1,ลมแรง,โหลดเกินพิกัด-โหลดเกินพิกัด,ศจฟ,18:16,18:16,19:18,62,1. สุรธรรม แพงเหนือ,รถ : นาหว้า 02,"DROPOUT,FUSE,22 KV.100 A.12 KA",1,,2026-01-13
91,13 ม.ค. 2569,18:57,19:20,22,กฟส.เรณูนคร (XS),6300321538,1,อากาศปกติ,โหลดเกินพิกัด-โหลดเกินพิกัด,ศจฟ,18:57,18:58,19:27,29,1. พงศวัชร์ ธัญภัทร์อนันต์,รถ : ผอ2572ขอนแก่น,"TAPE,PVC,O/D,0.18X19X10,000 MM. TIS.386",1,,2026-01-13
92,13 ม.ค. 2569,19:54,22:29,155,กฟส.ศรีสงคราม (XS),29590597,1,อากาศชื้น / หมอก,โหลดเกินพิกัด-โหลดเกินพิกัด,ศจฟ,19:54,20:25,22:10,105,1. วุฒิชัย เหมเมือง,รถ : ศรีสงคราม 01,"CONN.,PG,DOUBLE BOLT,AL 16-70 SQ.MM.",2,,2026-01-13
93,13 ม.ค. 2569,20:25,21:19,54,กฟส.โพนสวรรค์ (XS),6000123653,1,อากาศชื้น / หมอก,อุปกรณ์-ชำรุด,ศจฟ,20:25,20:26,21:41,75,1. ทรงกลด มาศศรี,รถ : โพนสวรรค์-02,"CABLE,CU,PVC,INS.&JAC. 600V, 2X10 SQ.MM.",7,,2026-01-13
94,14 ม.ค. 2569,07:40,08:20,40,กฟส.ศรีสงคราม (XS),SSK02VF-034,204,อากาศชื้น / หมอก,อุปกรณ์-ชำรุด,ศจฟ,07:40,07:43,08:40,57,1. วุฒิชัย เหมเมือง,รถ : ศรีสงคราม 01,FUSE LINK 22 KV. 30 A.EEI-NEMA TYPE K,2,,2026-01-14
95,14 ม.ค. 2569,07:42,08:01,18,กฟส.ท่าอุเทน (XS),SSK02VF-204,1,อากาศชื้น / หมอก,อุปกรณ์-ชำรุด,ศจฟ,07:42,06:25,08:33,128,1. วีระพงษ์ วงตรี  | 2. อภิรักษ์ สาตะรักษ์,รถ : รถแก้ไฟท่าอุเทน,FUSE LINK 22 KV. 10 A.EEI-NEMA TYPE K,2,,2026-01-14
96,14 ม.ค. 2569,07:45,08:27,42,กฟส.เรณูนคร (XS),66-007272,24,อากาศชื้น / หมอก,อุปกรณ์-ชำรุด,ศจฟ,07:45,07:46,08:30,44,1. พงศวัชร์ ธัญภัทร์อนันต์,รถ : ผอ2572ขอนแก่น,"H.R.C. FUSE, BLADE CONTACT, 100 A",1,,2026-01-14
97,14 ม.ค. 2569,08:30,10:40,130,กฟจ.นครพนม (L),NNB02VF-003,12,อากาศชื้น / หมอก,อุปกรณ์-ชำรุด,ศจฟ,08:30,08:30,09:20,50,1. ถวิล เมษาคุณ  | 2. ทศวรรษ มังคละคีรี  | 3. ประจล ศรีสุราช  | 4. ภานุวัฒน์ สิงห์ทองไชย  | 5. ศักดิ์อนันต์ แสนเมือง  | 6. เกรียงไกร ลาหมัน,รถ : 3ฒภ 2576 กทม (นพ 01),FUSE LINK 22 KV. 15 A.EEI-NEMA TYPE K,3,,2026-01-14
98,14 ม.ค. 2569,09:00,10:42,102,กฟจ.นครพนม (L),NNB01VF-039,79,อากาศชื้น / หมอก,อุปกรณ์-ชำรุด,ศจฟ,09:00,09:21,10:13,52,1. ถวิล เมษาคุณ  | 2. ทศวรรษ มังคละคีรี,รถ : 3ฒภ 2576 กทม (นพ 01),FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,2,,2026-01-14
99,14 ม.ค. 2569,10:30,12:41,131,กฟจ.นครพนม (L),NNA05F-01/1,223,อากาศชื้น / หมอก,อุปกรณ์-ชำรุด,ศจฟ,10:30,10:35,11:10,35,1. ถวิล เมษาคุณ  | 2. ทศวรรษ มังคละคีรี,รถ : 3ฒภ 2576 กทม (นพ 01),FUSE HOLDER 22 KV. 100 A. 12 KA.,2,,2026-01-14
100,14 ม.ค. 2569,10:50,12:43,113,กฟจ.นครพนม (L),NNA04F-03,275,อากาศชื้น / หมอก,อุปกรณ์-ชำรุด,ศจฟ,10:50,11:10,11:35,25,1. ถวิล เมษาคุณ  | 2. ทศวรรษ มังคละคีรี,รถ : 3ฒภ 2576 กทม (นพ 01),FUSE HOLDER 22 KV. 100 A. 12 KA.,1,,2026-01-14
101,14 ม.ค. 2569,11:30,11:51,20,กฟส.ท่าอุเทน (XS),SSK02VF-203,1,อากาศปกติ,สัตว์-นก/ค้างคาว,ศจฟ,11:30,11:49,11:58,9,1. ปรินทร์ บุญเทียม,รถ : -,"CONN.,PG,DOUBLE BOLT,AL 16-70 SQ.MM.",3,,2026-01-14
102,14 ม.ค. 2569,13:53,14:06,13,กฟส.ท่าอุเทน (XS),24-017760,133,อากาศปกติ,อุปกรณ์-ชำรุด,ศจฟ,13:53,13:54,14:09,15,1. ปรินทร์ บุญเทียม,รถ : -,"CABLE,AL,750 V,50 SQ.MM. TIS.293",5,,2026-01-14
103,14 ม.ค. 2569,14:41,15:10,29,กฟส.ศรีสงคราม (XS),38-013583,3,อากาศปกติ,สัตว์-งู,ศจฟ,14:41,14:42,15:30,48,1. ปัญจพงษ์ เศรษฐาไชย,รถ : ศรีสงคราม 01,FUSE LINK 22 KV. 3 A.EEI-NEMA TYPE K,2,,2026-01-14
104,15 ม.ค. 2569,09:00,10:14,73,กฟจ.นครพนม (L),NNB01VF-039,1,อากาศปกติ,สัตว์-งู,ศจฟ,09:00,09:54,10:16,22,1. ปรีชา เพ็งคำ  | 2. ภานุวัฒน์ สิงห์ทองไชย  | 3. เกริกฤทธิ์ จันทรโพธิ์ศรี,รถ : 3ฒภ 2576 กทม (นพ 01),FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,2,,2026-01-15
105,15 ม.ค. 2569,10:00,11:59,119,กฟจ.นครพนม (L),NNB01VF-005,139,อากาศปกติ,สัตว์-งู,ศจฟ,10:00,11:01,12:02,61,1. ปรีชา เพ็งคำ  | 2. ภานุวัฒน์ สิงห์ทองไชย  | 3. เกริกฤทธิ์ จันทรโพธิ์ศรี,รถ : 3ฒภ 2576 กทม (นพ 01),FUSE LINK 22 KV. 15 A.EEI-NEMA TYPE K,2,,2026-01-15
106,15 ม.ค. 2569,11:00,11:30,29,กฟส.ศรีสงคราม (XS),SSK02VF-015,1628,อากาศปกติ,สัตว์-งู,ศจฟ,11:00,11:06,12:12,66,1. ปัญจพงษ์ เศรษฐาไชย,รถ : ศรีสงคราม 01,FUSE LINK 22 KV. 40 A.EEI-NEMA TYPE K,1,,2026-01-15
107,15 ม.ค. 2569,12:45,14:23,97,กฟส.ศรีสงคราม (XS),SSK07VB-01,5097,อากาศปกติ,สัตว์-งู,ศจฟ,12:44,13:31,14:25,54,1. ปัญจพงษ์ เศรษฐาไชย  | 2. วุฒิชัย เหมเมือง,รถ : ศรีสงคราม 02,,,,2026-01-15
108,15 ม.ค. 2569,13:42,16:00,138,กฟส.โพนสวรรค์ (XS),63-020639,339,อากาศปกติ,อุปกรณ์-ชำรุด,ศจฟ,13:42,13:02,16:26,204,1. เพชราวุธ โพชราช,รถ : โพนสวรรค์-03,"CABLE LUG,NEMA 2-HOLE,AL 95 SQ.MM.",6,,2026-01-15
109,15 ม.ค. 2569,13:50,14:13,22,กฟส.ธาตุพนม (S),53-007593,76,อากาศปกติ,สัตว์-นก/ค้างคาว,ศจฟ,13:50,13:57,14:16,19,1. นรากร แสนโสม,รถ : กระเช้าธาตุพนม,FUSE LINK 22 KV. 5-6 A.EEI-NEMA TYPE K,2,,2026-01-15
110,15 ม.ค. 2569,13:58,14:27,29,กฟส.นาทม (XS),SEK03F-80,166,อากาศปกติ,สัตว์-นก/ค้างคาว,ศจฟ,13:58,14:06,14:32,26,1. วราวุธ นาขมิ้น,รถ : นาทม 02,FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,1,,2026-01-15
111,16 ม.ค. 2569,07:41,07:56,15,กฟส.บ้านแพง (S),SEK04F-54,2,อากาศชื้น / หมอก,ต้นไม้-ต้นไม้เลื้อย/โตมาแตะสาย,ศจฟ,07:41,06:50,07:40,50,1. ณัฐดนัย ขันถม,รถ : กระเช้าบ้านแพง,FUSE LINK 22 KV. 15 A.EEI-NEMA TYPE K,2,,2026-01-16
112,16 ม.ค. 2569,10:03,10:12,9,กฟส.นาหว้า (XS),SSK06F-20/1,36,อากาศชื้น / หมอก,ต้นไม้-ต้นไม้เลื้อย/โตมาแตะสาย,ศจฟ,10:03,08:09,09:14,65,1. ศิลารักษ์ วิภา,รถ : นาหว้า 02,FUSE LINK 22 KV. 20 A.EEI-NEMA TYPE K,2,,2026-01-16
113,16 ม.ค. 2569,10:29,10:39,10,กฟส.นาแก (S),38-000965,47,อากาศปกติ,ต้นไม้-ต้นไม้เลื้อย/โตมาแตะสาย,ศจฟ,10:29,10:30,10:41,11,1. วรพันธุ์ ตันสมรส,รถ : นก-03,"CABLE,AL,750 V,50 SQ.MM. TIS.293",5,,2026-01-16
114,16 ม.ค. 2569,11:02,13:00,118,กฟส.ศรีสงคราม (XS),SSK02VF-013,1,อากาศปกติ,ต้นไม้-ต้นไม้เลื้อย/โตมาแตะสาย,ศจฟ,11:02,11:10,13:30,140,1. วุฒิชัย เหมเมือง,รถ : ศรีสงคราม 01,,,,2026-01-16
115,16 ม.ค. 2569,15:40,16:00,20,กฟส.บ้านแพง (S),43-003889,66,อากาศชื้น / หมอก,ต้นไม้-ลมพัดต้นไม้มาแตะสาย,ศจฟ,15:40,09:30,10:30,60,1. รชานนท์ โมธรรม,รถ : กระเช้าบ้านแพง,"CABLE,AL,750 V,50 SQ.MM. TIS.293",5,,2026-01-16
116,16 ม.ค. 2569,17:00,16:55,0,กฟส.บ้านแพง (S),60-030900,63,อากาศปกติ,โหลดเกินพิกัด-โหลดเกินพิกัด,ศจฟ,17:00,17:00,17:50,50,1. จตุรภุช สะท้านอิทธิฤทธิ์,รถ : กระเช้าบ้านแพง,"H.R.C. FUSE, BLADE CONTACT, 100 A",2,,2026-01-16
117,16 ม.ค. 2569,17:10,18:08,58,กฟส.เรณูนคร (XS),34-000117,89,อากาศปกติ,โหลดเกินพิกัด-โหลดเกินพิกัด,ศจฟ,17:10,17:19,18:20,61,1. พงศวัชร์ ธัญภัทร์อนันต์,รถ : ผอ2572ขอนแก่น,FUSE LINK 22 KV. 3 A.EEI-NEMA TYPE K,3,,2026-01-16
118,16 ม.ค. 2569,17:20,17:45,24,กฟส.ศรีสงคราม (XS),SSK02VF-020,736,อากาศปกติ,อุปกรณ์-ชำรุด,ศจฟ,17:20,17:20,18:27,67,1. ปัญจพงษ์ เศรษฐาไชย,รถ : ศรีสงคราม 01,FUSE HOLDER 22 KV. 100 A. 12 KA.,1,,2026-01-16
119,16 ม.ค. 2569,18:12,18:50,38,กฟส.โพนสวรรค์ (XS),58-017778,38,อากาศปกติ,สัตว์-กระรอก/กระแต/หนู,ศจฟ,18:12,18:13,19:20,67,1. รวิชญ์ พรมน้อย,รถ : โพนสวรรค์-02,FUSE HOLDER 22 KV. 100 A. 12 KA.,1,,2026-01-16
120,16 ม.ค. 2569,23:02,23:55,53,กฟส.ธาตุพนม (S),34-000117,89,อากาศปกติ,สัตว์-กระรอก/กระแต/หนู,ศจฟ,23:02,23:03,00:50,107,1. ปริเยศ หาญพงศ์ศรี  | 2. อุทัย สุมินทร์,รถ : กระเช้าธาตุพนม,"CABLE LUG,NEMA 2-HOLE,AL 50 SQ.MM.",7,,2026-01-16
121,17 ม.ค. 2569,07:30,08:16,45,กฟส.โพนสวรรค์ (XS),NNA01F-22/1,892,อากาศปกติ,อุปกรณ์-ชำรุด,ศจฟ,07:30,07:40,08:25,45,1. รวิชญ์ พรมน้อย,รถ : โพนสวรรค์-02,FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,1,,2026-01-17
122,17 ม.ค. 2569,07:37,08:26,49,กฟส.ศรีสงคราม (XS),27-004651,200,อากาศปกติ,ต้นไม้-ลมพัดต้นไม้มาแตะสาย,ศจฟ,07:37,07:20,08:51,91,1. ปัญจพงษ์ เศรษฐาไชย,รถ : ศรีสงคราม 01,"CABLE,AL,750 V,50 SQ.MM. TIS.293",5,,2026-01-17
123,17 ม.ค. 2569,12:06,10:00,0,กฟส.โพนสวรรค์ (XS),5800697017,1,อากาศปกติ,อุปกรณ์-ชำรุด,ศจฟ,12:06,10:00,11:30,90,1. สุทธิเกียรติ บุญรังษี,รถ : โพนสวรรค์-03,"CABLE,CU,PVC,INS.&JAC. 600V, 2X10 SQ.MM.",7,,2026-01-17
